Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1962-01-02,6.2137,6.2137,6.1408,6.1408,482043
1962-01-03,6.1408,6.1974,6.1408,6.1974,361534
1962-01-04,6.1974,6.1974,6.1327,6.1327,324452
1962-01-05,6.1246,6.1246,6.0031,6.0112,454234
1962-01-08,6.0112,6.0112,5.8496,5.8978,676715
1962-01-09,5.9305,6.0437,5.9305,5.9705,611827
1962-01-10,5.9788,6.0112,5.9788,5.9788,370802
1962-01-11,5.9951,6.0437,5.9951,6.0437,398613
1962-01-12,6.0598,6.1004,6.0598,6.0598,546938
1962-01-15,6.0759,6.1004,6.0759,6.084,315182
1962-01-16,6.0759,6.0759,6.0197,6.0197,315182
1962-01-17,5.9951,5.9951,5.9061,5.9224,519124
1962-01-18,5.9385,5.9951,5.9385,5.9385,463503
1962-01-19,5.9385,5.9547,5.8739,5.9467,500583
1962-01-22,5.9467,6.0031,5.9305,5.9305,342992
1962-01-23,5.9305,5.9385,5.8656,5.8739,463503
1962-01-24,5.8739,5.9061,5.8413,5.9061,509852
1962-01-25,5.9061,5.9547,5.8336,5.8413,398613
1962-01-26,5.8413,5.8656,5.8086,5.8086,305912
1962-01-29,5.8086,5.8496,5.7119,5.7119,723065
1962-01-30,5.7119,5.7441,5.6392,5.6392,917739
1962-01-31,5.6957,5.817,5.6957,5.817,945547
1962-02-01,5.8816,5.9705,5.8816,5.9547,797228
1962-02-02,5.9547,5.9951,5.9305,5.9951,630365
1962-02-05,5.9951,5.9951,5.8816,5.9142,389342
1962-02-06,5.9142,5.9305,5.8978,5.9224,324452
1962-02-07,5.9305,5.9629,5.9305,5.9305,315182
1962-02-08,5.9305,5.9629,5.9305,5.9305,27809
1962-02-09,5.9305,5.9788,5.9061,5.9788,537668
1962-02-12,5.9788,6.0275,5.9705,5.9788,352264
1962-02-13,5.9788,5.9872,5.8816,5.8816,324452
1962-02-14,5.8816,5.9061,5.8656,5.8739,259562
1962-02-15,5.8739,5.8739,5.8496,5.8496,287372
1962-02-16,5.8496,5.8739,5.8496,5.8496,278100
1962-02-19,5.8496,5.8739,5.7769,5.7847,352264
1962-02-20,5.7928,5.817,5.7928,5.7928,361534
1962-02-21,5.7928,5.8336,5.7441,5.7441,454234
1962-02-23,5.7525,5.7769,5.7525,5.7687,361534
1962-02-26,5.7687,5.7687,5.736,5.7441,370802
1962-02-27,5.7441,5.7928,5.7119,5.7525,435694
1962-02-28,5.7525,5.7687,5.7281,5.7687,333726
1962-03-01,5.7847,5.8336,5.7847,5.8336,352264
1962-03-02,5.8816,5.9142,5.8816,5.8816,305912
1962-03-05,5.8816,5.8816,5.8413,5.8656,444967
1962-03-06,5.8656,5.89,5.8496,5.8656,231749
1962-03-07,5.8656,5.89,5.8496,5.89,157591
1962-03-08,5.89,5.8978,5.8496,5.8978,231749
1962-03-09,5.9061,5.9385,5.9061,5.9385,361534
1962-03-12,5.9385,5.9547,5.9142,5.9305,352264
1962-03-13,5.9305,5.9305,5.9061,5.9305,157591
1962-03-14,5.9305,5.9467,5.9061,5.9142,250296
1962-03-15,5.9142,5.9467,5.9061,5.9061,305912
1962-03-16,5.9061,5.9305,5.9061,5.9305,203943
1962-03-19,5.9467,5.9705,5.9467,5.9467,463503
1962-03-20,5.9385,5.9385,5.9142,5.9142,203943
1962-03-21,5.9142,5.9305,5.8978,5.9142,324452
1962-03-22,5.8978,5.8978,5.8496,5.8496,296640
1962-03-23,5.8575,5.8816,5.8575,5.8739,231749
1962-03-26,5.8739,5.8978,5.8656,5.8739,166860
1962-03-27,5.8575,5.8575,5.7525,5.7606,435694
1962-03-28,5.7687,5.8086,5.7687,5.7928,407883
1962-03-29,5.7928,5.817,5.7769,5.7769,287372
1962-03-30,5.7687,5.7687,5.6957,5.7201,546938
1962-04-02,5.7201,5.7201,5.647,5.647,463503
1962-04-03,5.6392,5.6392,5.4448,5.5016,1130951
1962-04-04,5.5016,5.5502,5.477,5.477,806499
1962-04-05,5.51,5.5986,5.51,5.5986,1130951
1962-04-06,5.5986,5.6392,5.5502,5.5904,537668
1962-04-09,5.5904,5.6231,5.5502,5.5986,27809
1962-04-10,5.5986,5.6147,5.5667,5.6147,324452
1962-04-11,5.6147,5.6636,5.5418,5.5418,658177
1962-04-12,5.5418,5.5502,5.4853,5.4853,500583
1962-04-13,5.4853,5.5667,5.477,5.5667,778688
1962-04-16,5.5667,5.5986,5.5016,5.5583,630365
1962-04-17,5.5583,5.5825,5.534,5.5825,370802
1962-04-18,5.5825,5.6308,5.5667,5.5745,528397
1962-04-19,5.5745,5.5986,5.5502,5.5745,482043
1962-04-23,5.5745,5.5825,5.5502,5.5667,389342
1962-04-24,5.5667,5.6067,5.5583,5.5667,565476
1962-04-25,5.5667,5.5825,5.5016,5.5016,574744
1962-04-26,5.5016,5.5016,5.3639,5.3639,1149493
1962-04-27,5.3639,5.4207,5.1536,5.2102,2020880
1962-04-30,5.2102,5.2589,4.8299,4.8788,2901537
1962-05-01,4.8788,4.9918,4.6197,4.9597,6572491
1962-05-02,5.0485,5.1941,5.0485,5.0729,3161102
1962-05-03,5.0729,5.1941,5.0403,5.178,1687158
1962-05-04,5.178,5.2183,5.1294,5.2183,964091
1962-05-07,5.2183,5.2589,5.105,5.105,1028979
1962-05-08,5.0971,5.0971,4.9353,4.9353,1279272
1962-05-09,4.9353,4.9838,4.8299,4.8461,1983797
1962-05-10,4.8461,4.9353,4.8219,4.8624,2363874
1962-05-11,4.8624,4.9432,4.7653,4.7895,2345334
1962-05-14,4.7895,4.8788,4.7086,4.8788,3374313
1962-05-15,4.8788,4.9758,4.8542,4.8542,2085771
1962-05-16,4.8542,4.9353,4.8542,4.9109,1093871
1962-05-17,4.9109,4.9109,4.798,4.8219,1205113
1962-05-18,4.8219,4.8461,4.7814,4.8461,908468
1962-05-21,4.8461,4.8461,4.7895,4.8299,491315
1962-05-22,4.8299,4.8299,4.6684,4.6684,1242192
1962-05-23,4.6684,4.7006,4.4577,4.4577,3578254
1962-05-24,4.4577,4.5712,4.2718,4.2718,5135630
1962-05-25,4.2718,4.3688,4.1668,4.2798,5321032
1962-05-28,4.2636,4.2636,3.8106,3.8753,5339571
1962-05-29,3.9238,4.1585,3.9238,4.1098,4774095
1962-05-31,4.1906,4.2963,4.1906,4.2152,5107819
1962-06-01,4.1991,4.1991,4.1098,4.1343,2984971
1962-06-04,4.0775,4.0775,3.8672,3.8672,2243362
1962-06-05,3.8672,4.0127,3.7945,3.9079,3911979
1962-06-06,3.9079,4.0373,3.8916,3.9238,3559712
1962-06-07,3.9482,4.0127,3.9482,3.9725,1520295
1962-06-08,3.9725,4.0373,3.9725,3.9889,1446132
1962-06-11,3.9889,3.9967,3.8511,3.8591,1473943
1962-06-12,3.8106,3.8106,3.6004,3.6004,4115921
1962-06-13,3.6004,3.6812,3.4627,3.4627,5423004
1962-06-14,3.4627,3.5599,3.2202,3.2846,8259646
1962-06-15,3.2846,3.5921,3.228,3.5842,7823957
1962-06-18,3.5842,3.6488,3.4062,3.5434,5895776
1962-06-19,3.5434,3.6083,3.5032,3.6083,2604900
1962-06-20,3.6083,3.6812,3.5192,3.5192,3782197
1962-06-21,3.479,3.479,3.3821,3.39,4588695
1962-06-22,3.39,3.4546,3.3333,3.4386,4171540
1962-06-25,3.4386,3.6083,3.39,3.568,4690666
1962-06-26,3.568,3.6409,3.4386,3.4386,3995409
1962-06-27,3.4386,3.5761,3.4386,3.5761,3661684
1962-06-28,3.6004,3.746,3.6004,3.6977,5052193
1962-06-29,3.6977,3.7296,3.6324,3.6409,3494827
1962-07-02,3.6409,3.7621,3.6324,3.7621,1724233
1962-07-03,3.7621,3.8025,3.7379,3.7784,3198181
1962-07-05,3.7784,3.7945,3.746,3.7621,2493654
1962-07-06,3.7137,3.7137,3.6731,3.7054,2011609
1962-07-09,3.7054,3.7621,3.6652,3.7621,2336067
1962-07-10,3.8269,3.8832,3.8269,3.8511,3772923
1962-07-11,3.8511,4.021,3.8349,4.021,4097377
1962-07-12,4.0289,4.1829,4.0289,4.0694,4078839
1962-07-13,4.0694,4.0939,3.9967,4.0373,2604900
1962-07-16,4.0373,4.1098,3.9967,4.1098,2048689
1962-07-17,4.1098,4.1261,3.9725,3.9725,2113583
1962-07-18,3.9725,3.9967,3.8916,3.9238,3012778
1962-07-19,3.9403,4.0373,3.9403,3.9482,2716137
1962-07-20,3.9561,4.0127,3.9561,3.9967,843577
1962-07-23,3.9967,4.0455,3.9889,4.0049,1038248
1962-07-24,3.9805,3.9805,3.8998,3.8998,1103141
1962-07-25,3.8998,3.9561,3.8511,3.9482,2326794
1962-07-26,3.9644,4.0049,3.9644,3.9644,1177302
1962-07-27,3.9644,4.0373,3.9644,4.0373,1177302
1962-07-30,4.0616,4.1585,4.0616,4.1585,3522635
1962-07-31,4.1585,4.2234,4.1585,4.1585,3429933
1962-08-01,4.1425,4.1425,4.0373,4.0373,1511026
1962-08-02,4.0455,4.1425,4.0455,4.1425,1844746
1962-08-03,4.1425,4.1585,4.1019,4.1343,1177302
1962-08-06,4.1343,4.1507,4.0775,4.0775,8166949
1962-08-07,4.0775,4.0775,4.0049,4.0049,1140221
1962-08-08,4.0049,4.1098,3.9805,4.1019,1955987
1962-08-09,4.0939,4.0939,4.0289,4.0455,1594455
1962-08-10,4.0455,4.0775,4.0289,4.0373,1214381
1962-08-13,4.0373,4.0775,4.0373,4.0694,1260733
1962-08-14,4.0694,4.1425,4.0616,4.1425,2345334
1962-08-15,4.1507,4.2311,4.1507,4.1507,2901537
1962-08-16,4.1507,4.2152,4.1425,4.1507,1575915
1962-08-17,4.1507,4.2071,4.1425,4.1829,1103141
1962-08-20,4.2071,4.2636,4.2071,4.2311,2234094
1962-08-21,4.2311,4.2718,4.2071,4.2152,1603723
1962-08-22,4.2234,4.4173,4.2234,4.3929,4088110
1962-08-23,4.3929,4.4577,4.3769,4.4091,3615332
1962-08-24,4.4091,4.4173,4.3769,4.3929,1548102
1962-08-27,4.3929,4.4256,4.3769,4.3851,1130951
1962-08-28,4.3769,4.3769,4.2234,4.2234,3402123
1962-08-29,4.2234,4.2555,4.1668,4.1991,3114749
1962-08-30,4.1991,4.2397,4.1585,4.1668,1177302
1962-08-31,4.1745,4.2718,4.1745,4.2555,1520295
1962-09-04,4.2555,4.3124,4.1425,4.1585,2011609
1962-09-05,4.1585,4.2071,4.0939,4.1098,2781026
1962-09-06,4.1098,4.1745,4.0939,4.1668,2243362
1962-09-07,4.1668,4.1991,4.1019,4.1019,1631535
1962-09-10,4.1019,4.1507,4.0533,4.1261,2234094
1962-09-11,4.1261,4.1668,4.0939,4.1019,1909638
1962-09-12,4.1098,4.1507,4.1098,4.1179,1612993
1962-09-13,4.1179,4.1507,4.1179,4.1179,1047521
1962-09-14,4.1179,4.1745,4.1098,4.1668,1353434
1962-09-17,4.1745,4.2476,4.1745,4.2397,1807667
1962-09-18,4.2397,4.2963,4.2071,4.2071,2818105
1962-09-19,4.2071,4.2234,4.1507,4.1507,1816936
1962-09-20,4.1507,4.1829,4.1019,4.1098,1093871
1962-09-21,4.1098,4.1098,4.0289,4.0455,2641974
1962-09-24,3.9967,3.9967,3.8832,3.8916,3244532
1962-09-25,3.8916,3.9644,3.8591,3.9644,3022049
1962-09-26,3.9644,3.9725,3.8187,3.8187,2540004
1962-09-27,3.8187,3.8672,3.746,3.7621,3559712
1962-09-28,3.7621,3.8269,3.7621,3.7945,1752046
1962-10-01,3.7945,3.7945,3.657,3.657,2289709
1962-10-02,3.6892,3.7703,3.6892,3.7621,3504093
1962-10-03,3.7621,3.8269,3.7296,3.746,2224820
1962-10-04,3.746,3.8433,3.7296,3.8433,1612993
1962-10-05,3.8433,3.8832,3.8187,3.8672,2150661
1962-10-08,3.8672,3.8832,3.8591,3.8672,787958
1962-10-09,3.8753,3.9482,3.8753,3.932,1464673
1962-10-10,3.932,3.9889,3.8349,3.8591,2243362
1962-10-11,3.8591,3.9079,3.8187,3.8269,1687158
1962-10-12,3.8269,3.8349,3.7784,3.8187,1288545
1962-10-15,3.8349,3.9403,3.8349,3.9403,1149493
1962-10-16,3.9403,3.9561,3.8433,3.8433,1557372
1962-10-17,3.8433,3.9158,3.8187,3.8832,1705695
1962-10-18,3.8832,3.9079,3.8106,3.8106,1214381
1962-10-19,3.8106,3.8269,3.7379,3.7379,2929352
1962-10-22,3.7054,3.7054,3.6409,3.6812,3392852
1962-10-23,3.6812,3.6812,3.5434,3.5434,3114749
1962-10-24,3.5434,3.6488,3.4546,3.6488,4560882
1962-10-25,3.6488,3.657,3.568,3.6324,3309422
1962-10-26,3.6165,3.6165,3.5355,3.5599,1918909
1962-10-29,3.6324,3.7054,3.6324,3.6977,4356944
1962-10-30,3.6977,3.7784,3.6652,3.7784,3272343
1962-10-31,3.7703,3.7703,3.6977,3.7137,1455407
1962-11-01,3.7137,3.7784,3.6731,3.7784,2465844
1962-11-02,3.7784,3.9725,3.7296,3.8349,3874897
1962-11-05,3.8591,3.9079,3.8591,3.8832,2141390
1962-11-07,3.8832,3.932,3.8269,3.8832,2159933
1962-11-08,3.8832,3.9158,3.8187,3.8187,1575915
1962-11-09,3.8349,3.8832,3.8349,3.8832,1362704
1962-11-12,3.9238,4.0127,3.9238,4.0127,2688328
1962-11-13,4.0127,4.0289,3.9403,3.9403,2614168
1962-11-14,3.9403,4.0289,3.9403,4.021,2280439
1962-11-15,4.021,4.0775,3.9967,3.9967,2577083
1962-11-16,3.9967,4.0616,3.9644,4.0616,1854020
1962-11-19,4.0616,4.0616,3.9967,3.9967,1158761
1962-11-20,4.0127,4.0616,4.0127,4.0455,1390511
1962-11-21,4.0455,4.0775,4.021,4.0533,1974530
1962-11-23,4.0533,4.1668,4.0289,4.1668,3420664
1962-11-26,4.1668,4.2397,4.1507,4.1745,2651244
1962-11-27,4.1745,4.2476,4.1507,4.2397,2141390
1962-11-28,4.2476,4.304,4.2476,4.2718,3290884
1962-11-29,4.2718,4.304,4.2636,4.304,2169198
1962-11-30,4.304,4.3124,4.2636,4.2798,1612993
1962-12-03,4.2397,4.2397,4.1906,4.2071,1594455
1962-12-04,4.2152,4.304,4.2152,4.2963,2178469
1962-12-05,4.2963,4.3609,4.2798,4.2798,2651244
1962-12-06,4.2798,4.3365,4.2718,4.2798,1714963
1962-12-07,4.2798,4.3285,4.2718,4.2718,1381244
1962-12-10,4.2718,4.304,4.1745,4.1745,1826206
1962-12-11,4.1745,4.2152,4.1507,4.1585,1399783
1962-12-12,4.1829,4.2397,4.1829,4.2311,954820
1962-12-13,4.2311,4.2476,4.1585,4.1668,1390511
1962-12-14,4.1668,4.1991,4.1425,4.1829,1232922
1962-12-17,4.1829,4.2071,4.1261,4.1343,1121676
1962-12-18,4.1343,4.1668,4.0939,4.1019,1084602
1962-12-19,4.1019,4.2152,4.1019,4.2152,1195841
1962-12-20,4.2152,4.2636,4.2152,4.2152,1575915
1962-12-21,4.2152,4.2234,4.1343,4.1343,1112411
1962-12-24,4.1668,4.2311,4.1668,4.2311,843577
1962-12-26,4.2311,4.2636,4.2152,4.2311,899197
1962-12-27,4.2311,4.2476,4.1829,4.1991,973360
1962-12-28,4.1991,4.2234,4.1906,4.2152,723065
1962-12-31,4.2152,4.2397,4.1829,4.1906,1297812
1963-01-02,4.1906,4.1906,4.1261,4.1343,2957158
1963-01-03,4.1425,4.2555,4.1425,4.2555,1390511
1963-01-04,4.2636,4.304,4.2636,4.2636,1900366
1963-01-07,4.2636,4.304,4.2234,4.2311,1093871
1963-01-08,4.2636,4.3365,4.2636,4.3365,2234094
1963-01-09,4.3365,4.3769,4.3124,4.3365,2363874
1963-01-10,4.3446,4.3929,4.3446,4.3688,1918909
1963-01-11,4.3688,4.3769,4.3365,4.3769,1668618
1963-01-14,4.3769,4.4577,4.3769,4.4496,3059129
1963-01-15,4.4496,4.4901,4.4338,4.4577,2577083
1963-01-16,4.4496,4.4496,4.3688,4.3851,1566643
1963-01-17,4.3929,4.4577,4.3929,4.4417,1501752
1963-01-18,4.4417,4.466,4.4091,4.4338,1056786
1963-01-21,4.4338,4.4496,4.3851,4.4496,1084602
1963-01-22,4.4496,4.4982,4.4496,4.4577,1149493
1963-01-23,4.4577,4.4743,4.4417,4.4496,815767
1963-01-24,4.4496,4.4982,4.4496,4.466,1149493
1963-01-25,4.466,4.4982,4.4496,4.4982,862117
1963-01-28,4.5066,4.5548,4.5066,4.5548,1965257
1963-01-29,4.5548,4.5548,4.5225,4.5308,917739
1963-01-30,4.5308,4.5308,4.4901,4.5066,889926
1963-01-31,4.5066,4.5548,4.4901,4.5468,1232922
1963-02-01,4.5468,4.563,4.5388,4.5468,667445
1963-02-04,4.5468,4.5548,4.5066,4.5146,778688
1963-02-05,4.5146,4.5308,4.4822,4.5225,945547
1963-02-06,4.5225,4.5468,4.4901,4.4901,871391
1963-02-07,4.4982,4.5388,4.4982,4.4982,806499
1963-02-08,4.4982,4.5225,4.4901,4.5146,741606
1963-02-11,4.5146,4.5146,4.4901,4.4901,565476
1963-02-12,4.4901,4.4982,4.4417,4.4982,1130951
1963-02-13,4.4982,4.5146,4.4822,4.4822,778688
1963-02-14,4.4822,4.5146,4.4822,4.4901,1038248
1963-02-15,4.4901,4.5066,4.4822,4.4982,704526
1963-02-18,4.4982,4.5066,4.4901,4.4901,556206
1963-02-19,4.4901,4.4901,4.4496,4.4496,945547
1963-02-20,4.4417,4.4417,4.4015,4.4173,1112411
1963-02-21,4.4173,4.4173,4.3609,4.4091,1038248
1963-02-25,4.4015,4.4015,4.3365,4.3365,750879
1963-02-26,4.3365,4.3929,4.3285,4.3688,1001170
1963-02-27,4.3688,4.3929,4.3528,4.3528,546938
1963-02-28,4.3528,4.3528,4.288,4.2963,1390511
1963-03-01,4.2963,4.3365,4.2636,4.2636,1269999
1963-03-04,4.2963,4.3446,4.2963,4.3365,927010
1963-03-05,4.3365,4.3365,4.3124,4.3124,565476
1963-03-06,4.3124,4.3446,4.2963,4.3446,519124
1963-03-07,4.3688,4.4015,4.3688,4.3929,889926
1963-03-08,4.3929,4.4015,4.3688,4.3851,491315
1963-03-11,4.3851,4.4091,4.3851,4.3851,602554
1963-03-12,4.3851,4.4015,4.3769,4.3851,435694
1963-03-13,4.3851,4.4091,4.3851,4.3929,565476
1963-03-14,4.3929,4.4417,4.3769,4.4015,732336
1963-03-15,4.4015,4.4417,4.3851,4.4417,630365
1963-03-18,4.4417,4.466,4.3929,4.4015,574744
1963-03-19,4.4015,4.4173,4.3851,4.4015,509852
1963-03-20,4.4091,4.4577,4.4091,4.4496,611827
1963-03-21,4.4496,4.4577,4.4173,4.4173,982630
1963-03-22,4.4173,4.4577,4.4173,4.4496,528397
1963-03-25,4.4496,4.466,4.4417,4.4417,593288
1963-03-26,4.4496,4.4901,4.4496,4.4743,1001170
1963-03-27,4.4901,4.5225,4.4901,4.5225,1047521
1963-03-28,4.5225,4.5468,4.5146,4.5146,1019714
1963-03-29,4.5146,4.5308,4.5146,4.5225,593288
1963-04-01,4.5225,4.5308,4.5146,4.5225,843577
1963-04-02,4.5225,4.5308,4.4822,4.4822,695255
1963-04-03,4.4901,4.5388,4.4901,4.5308,639636
1963-04-04,4.563,4.6197,4.563,4.6033,1603723
1963-04-05,4.6116,4.7492,4.6116,4.7492,1974530
1963-04-08,4.7735,4.8382,4.7735,4.8299,1965257
1963-04-09,4.8299,4.8382,4.7571,4.7735,1529565
1963-04-10,4.7735,4.7895,4.6927,4.7492,1149493
1963-04-11,4.7492,4.8299,4.7251,4.7895,1585185
1963-04-15,4.7895,4.8219,4.7571,4.7895,1028979
1963-04-16,4.7895,4.8058,4.7571,4.7571,806499
1963-04-17,4.7571,4.7653,4.7166,4.7331,593288
1963-04-18,4.7331,4.7653,4.7331,4.7331,361534
1963-04-19,4.7571,4.8299,4.7571,4.8299,945547
1963-04-22,4.8624,4.9353,4.8624,4.9109,1399783
1963-04-23,4.9109,4.9515,4.8948,4.9515,1038248
1963-04-24,4.9597,5.008,4.9597,4.9675,1056786
1963-04-25,4.9675,4.9918,4.9432,4.9918,862117
1963-04-26,4.9918,5.0485,4.9675,5.0485,787958
1963-04-29,5.0485,5.0971,5.008,5.0326,648905
1963-04-30,5.0326,5.0568,4.9597,4.9838,1075328
1963-05-01,4.9838,5.0326,4.9675,4.9918,741606
1963-05-02,4.9997,5.0403,4.9997,5.0326,454234
1963-05-03,5.0326,5.0326,4.9997,4.9997,380072
1963-05-06,4.9918,4.9918,4.9191,4.9191,732336
1963-05-07,4.9191,4.9675,4.9109,4.9432,667445
1963-05-08,4.9515,5.0485,4.9515,5.0485,917739
1963-05-09,5.0485,5.105,5.0485,5.0568,1390511
1963-05-10,5.0568,5.105,5.0241,5.105,584015
1963-05-13,5.0971,5.0971,5.0485,5.0648,472776
1963-05-14,5.0648,5.0729,5.0403,5.0568,556206
1963-05-15,5.0568,5.0808,5.0568,5.0729,648905
1963-05-16,5.0729,5.089,5.0403,5.0485,556206
1963-05-17,5.0485,5.0971,5.008,5.0162,565476
1963-05-20,5.0162,5.0326,4.9675,4.9675,537668
1963-05-21,4.9675,5.0162,4.9597,5.0162,639636
1963-05-22,5.0162,5.089,4.9997,5.008,417152
1963-05-23,5.008,5.0241,4.9918,4.9918,407883
1963-05-24,4.9918,5.0162,4.9597,4.9758,361534
1963-05-27,4.9675,4.9675,4.9191,4.9191,565476
1963-05-28,4.9353,4.9838,4.9353,4.9432,556206
1963-05-29,4.9758,5.0485,4.9758,5.0485,685989
1963-05-31,5.0729,5.1376,5.0729,5.1213,1325622
1963-06-03,5.1213,5.1376,5.0808,5.0808,1047521
1963-06-04,5.0808,5.1213,5.0729,5.089,723065
1963-06-05,5.089,5.1134,5.0403,5.0485,611827
1963-06-06,5.0485,5.0729,5.0241,5.0485,361534
1963-06-07,5.0485,5.0568,5.0241,5.0326,444967
1963-06-10,5.0326,5.0326,4.9597,4.9675,815767
1963-06-11,4.9758,5.0241,4.9758,4.9918,342992
1963-06-12,4.9918,5.0403,4.9758,5.0326,685989
1963-06-13,5.0326,5.089,4.9597,4.9758,556206
1963-06-14,4.9758,4.9997,4.9597,4.9758,417152
1963-06-17,4.9758,4.9758,4.9273,4.9353,528397
1963-06-18,4.9353,4.9758,4.9273,4.9273,658177
1963-06-19,4.9273,4.9353,4.9027,4.9109,806499
1963-06-20,4.9109,4.9109,4.8382,4.8867,1464673
1963-06-21,4.8867,4.9027,4.8867,4.8948,676715
1963-06-24,4.8948,4.9109,4.8219,4.8219,964091
1963-06-25,4.8219,4.8788,4.7895,4.798,834305
1963-06-26,4.798,4.798,4.7086,4.7086,1538831
1963-06-27,4.7086,4.7492,4.6361,4.6601,1687158
1963-06-28,4.6766,4.7086,4.6766,4.6843,806499
1963-07-01,4.6843,4.6843,4.5712,4.5794,1844746
1963-07-02,4.6033,4.7086,4.6033,4.7086,1446132
1963-07-03,4.7166,4.7571,4.7166,4.7413,1269999
1963-07-05,4.7492,4.7814,4.7492,4.7814,556206
1963-07-08,4.7653,4.7653,4.6766,4.6843,741606
1963-07-09,4.6843,4.7571,4.6601,4.7331,806499
1963-07-10,4.7251,4.7251,4.6766,4.6927,797228
1963-07-11,4.6927,4.7251,4.6601,4.6601,760146
1963-07-12,4.6601,4.6843,4.6361,4.6361,704526
1963-07-15,4.6361,4.6601,4.6116,4.6438,1001170
1963-07-16,4.6438,4.6766,4.6438,4.6766,982630
1963-07-17,4.6766,4.7166,4.6361,4.6522,1001170
1963-07-18,4.6522,4.6684,4.6116,4.6116,1121676
1963-07-19,4.6116,4.6197,4.5956,4.6116,880656
1963-07-22,4.6116,4.6197,4.5794,4.5956,741606
1963-07-23,4.5956,4.6438,4.5794,4.5794,1038248
1963-07-24,4.5794,4.6277,4.563,4.6033,778688
1963-07-25,4.6033,4.6361,4.6033,4.6033,676715
1963-07-26,4.6033,4.6361,4.6033,4.6361,482043
1963-07-29,4.6361,4.6522,4.6361,4.6522,407883
1963-07-30,4.6766,4.7571,4.6766,4.7571,1344162
1963-07-31,4.7571,4.8139,4.6684,4.6684,1409054
1963-08-01,4.6684,4.6927,4.6197,4.6684,1214381
1963-08-02,4.6684,4.6927,4.6361,4.6361,444967
1963-08-05,4.6361,4.7006,4.6361,4.7006,500583
1963-08-06,4.7006,4.7492,4.6843,4.7413,1010439
1963-08-07,4.7413,4.7413,4.6927,4.6927,658177
1963-08-08,4.6927,4.7413,4.6684,4.7166,630365
1963-08-09,4.7166,4.7735,4.7086,4.7653,834305
1963-08-12,4.7814,4.8058,4.7814,4.7814,1010439
1963-08-13,4.798,4.8788,4.798,4.8788,1752046
1963-08-14,4.8788,4.9353,4.8382,4.9109,1631535
1963-08-15,4.9109,4.9273,4.8788,4.8788,1084602
1963-08-16,4.8788,4.9109,4.8624,4.8624,537668
1963-08-19,4.8624,4.8867,4.8542,4.8542,380072
1963-08-20,4.8542,4.8788,4.798,4.798,593288
1963-08-21,4.8058,4.8299,4.8058,4.8219,352264
1963-08-22,4.8219,4.8624,4.8058,4.8624,611827
1963-08-23,4.8624,4.8788,4.8139,4.8139,546938
1963-08-26,4.8299,4.8542,4.8299,4.8299,463503
1963-08-27,4.8299,4.8382,4.7492,4.7492,695255
1963-08-28,4.7492,4.8139,4.7492,4.7653,778688
1963-08-29,4.7653,4.798,4.7492,4.7492,676715
1963-08-30,4.7492,4.7814,4.7166,4.7735,834305
1963-09-03,4.7814,4.8542,4.7814,4.8058,1010439
1963-09-04,4.8139,4.8542,4.8139,4.8139,1075328
1963-09-05,4.8139,4.8542,4.798,4.8382,713799
1963-09-06,4.8461,4.9675,4.8461,4.9273,2354602
1963-09-09,4.9273,4.9675,4.8867,4.9027,1112411
1963-09-10,4.9027,4.9515,4.9027,4.9191,945547
1963-09-11,4.9191,4.9597,4.9109,4.9109,1093871
1963-09-12,4.9109,4.9273,4.8788,4.9027,667445
1963-09-13,4.9027,4.9432,4.8948,4.8948,750879
1963-09-16,4.8948,4.9273,4.8867,4.8867,565476
1963-09-17,4.8867,4.9353,4.8867,4.8867,825040
1963-09-18,4.8867,4.9027,4.8058,4.8299,880656
1963-09-19,4.8299,4.8867,4.8299,4.8788,713799
1963-09-20,4.8788,4.9273,4.8788,4.9027,750879
1963-09-23,4.9027,4.9432,4.8788,4.8788,1001170
1963-09-24,4.8867,4.9675,4.8867,4.9675,1362704
1963-09-25,4.9675,5.0403,4.9191,4.9191,2614168
1963-09-26,4.9191,4.9432,4.8382,4.8382,2057961
1963-09-27,4.8382,4.8624,4.798,4.8139,1168030
1963-09-30,4.8139,4.8624,4.798,4.8542,797228
1963-10-01,4.8542,4.8948,4.8299,4.8299,797228
1963-10-02,4.8299,4.8461,4.8139,4.8219,426428
1963-10-03,4.8299,4.9191,4.8299,4.9109,472776
1963-10-04,4.9432,4.9918,4.9432,4.9597,1640809
1963-10-07,4.9597,5.0403,4.9432,5.0403,1353434
1963-10-08,5.0403,5.0648,4.9675,4.9675,2419492
1963-10-09,4.9675,5.0241,4.9515,4.9675,1121676
1963-10-10,4.9675,4.9997,4.9432,4.9997,945547
1963-10-11,4.9997,5.0568,4.9997,5.0403,1362704
1963-10-14,5.0403,5.1134,5.0403,5.1134,1353434
1963-10-15,5.1213,5.1699,5.1213,5.1294,1835480
1963-10-16,5.1294,5.2751,5.1294,5.267,1668618
1963-10-17,5.2827,5.3319,5.2827,5.2827,2289709
1963-10-18,5.2827,5.3236,5.2751,5.3153,945547
1963-10-21,5.3153,5.3558,5.3075,5.3075,1093871
1963-10-22,5.2913,5.2913,5.2022,5.2183,2141390
1963-10-23,5.2183,5.267,5.1861,5.1861,1047521
1963-10-24,5.2102,5.2589,5.2102,5.2102,658177
1963-10-25,5.2346,5.3075,5.2346,5.2992,964091
